,7sk,h19,bace1as,bc200,terra,anril,disc2,igf2as,kcnq1ot1,ahif,bc1,cdkn1c-as,gas5,hotair,l1pa16,lincrna-p21,lsinct5,malat1,meg3,ncrna-ccnd1,NEAT-1  ,p53 mrna,pr antisense,sra,uc.160+,uc.346+,uc283+a,uca1,wt1-as,xist,zfas1,mer11c,htr2a-as1(antisense hTR),hulc,uc.338,heih,tp53tg1,hy1,hy3,ptenp1,uc.73a,ba318c17.1,dj974n19.1,uc.159,uc.21,uc.283+a,uc.72,e2f4 antisense,dgcr5,nron,fmr1-as1(ASFMR1),fmr1-as1,anti-nos2a,har1a(har1f),har1b(har1r),mir155hg,spry4-it1,linc-md1,miat,evf2,21a,DeltaMYCN,gtl2-as,mycnos,ncran,ndm29,uc.279,uc.347,uc.350,uc.364,uc.379,uc.446,uc.460,six3os,tsix,bc040587,loc285194,NEAT-1,pink1-as(naPINK1),ipw,cbr3-as1(PlncRNA-1),mdm2-as,pca3,pcat1,pcgem1,prncr1,pvt1,nespas,prins,ncrms,disc1,dlg2as,ndm29(29a),tie-1as,air
ba318c17.1,0.126633166,0.215408026,0,0.063864152,0.671258035,0.031480797,0,0,0.49405857,0.107898395,0.090140494,0.139896373,0.078789489,0.432858524,0.093226518,0.108648864,0.120187326,0.228042238,0.114846983,0.139896373,0.139896373,0.281345665,0.139896373,0.089673371,0.241556952,0.241556952,0.241556952,0.185526889,0.128666604,0.080892883,0.139896373,0.093226518,0.130841121,0.199054122,0.199054122,0.130841121,0.590792839,0.198387876,0.198387876,0.314308537,0.590792839,1,1,0.67032967,0.67032967,1,0.67032967,1,0,0.151351351,0,0,0.03387206,0,0,0.010989011,0.029411765,0,0,0,0.022803215,0.009873061,0.040190385,0.009873061,0.032559313,0.009873061,0.009873061,0.009873061,0.009873061,0.009873061,0.009873061,0.009873061,0.009873061,0,0,0.019230769,0.019230769,0.080769231,0,0,0.043902439,0.043902439,0.043902439,0.043902439,0.043902439,0.043902439,0.043902439,0,0,0.011111111,0,0,0.029268293,0,0.071146245
dj974n19.1,0.126633166,0.215408026,0,0.063864152,0.671258035,0.031480797,0,0,0.49405857,0.107898395,0.090140494,0.139896373,0.078789489,0.432858524,0.093226518,0.108648864,0.120187326,0.228042238,0.114846983,0.139896373,0.139896373,0.281345665,0.139896373,0.089673371,0.241556952,0.241556952,0.241556952,0.185526889,0.128666604,0.080892883,0.139896373,0.093226518,0.130841121,0.199054122,0.199054122,0.130841121,0.590792839,0.198387876,0.198387876,0.314308537,0.590792839,1,1,0.67032967,0.67032967,1,0.67032967,1,0,0.151351351,0,0,0.03387206,0,0,0.010989011,0.029411765,0,0,0,0.022803215,0.009873061,0.040190385,0.009873061,0.032559313,0.009873061,0.009873061,0.009873061,0.009873061,0.009873061,0.009873061,0.009873061,0.009873061,0,0,0.019230769,0.019230769,0.080769231,0,0,0.043902439,0.043902439,0.043902439,0.043902439,0.043902439,0.043902439,0.043902439,0,0,0.011111111,0,0,0.029268293,0,0.071146245
uc.159,0.12435332,0.223220534,0,0.063137562,0.525773196,0.098757776,0,0,0.421269615,0.095255006,0.083577364,0.112372529,0.250123241,0.379210855,0.10850109,0.095817858,0.104471704,0.244317822,0.100466447,0.112372529,0.112372529,0.268589924,0.112372529,0.084281949,0.36416712,0.36416712,0.36416712,0.180395239,0.162725518,0.076964876,0.112372529,0.10850109,0.102208688,0.160526546,0.160526546,0.102208688,0.396996689,0.175947882,0.175947882,0.254997126,0.396996689,0.67032967,0.67032967,1,1,0.67032967,1,0.67032967,0.028571429,0.113513514,0,0,0.064715969,0,0,0.67032967,0.081232493,0,0,0,0.033218217,0.028069781,0.072400704,0.028069781,0.04053529,0.028069781,0.028069781,0.028069781,0.028069781,0.028069781,0.028069781,0.028069781,0.028069781,0,0,0.052921884,0.052921884,0.064262821,0,0,0.035185452,0.035185452,0.035185452,0.035185452,0.035185452,0.035185452,0.035185452,0,0,0.031481481,0,0,0.023456968,0,0.097448134
uc.21,0.12435332,0.223220534,0,0.063137562,0.525773196,0.098757776,0,0,0.421269615,0.095255006,0.083577364,0.112372529,0.250123241,0.379210855,0.10850109,0.095817858,0.104471704,0.244317822,0.100466447,0.112372529,0.112372529,0.268589924,0.112372529,0.084281949,0.36416712,0.36416712,0.36416712,0.180395239,0.162725518,0.076964876,0.112372529,0.10850109,0.102208688,0.160526546,0.160526546,0.102208688,0.396996689,0.175947882,0.175947882,0.254997126,0.396996689,0.67032967,0.67032967,1,1,0.67032967,1,0.67032967,0.028571429,0.113513514,0,0,0.064715969,0,0,0.67032967,0.081232493,0,0,0,0.033218217,0.028069781,0.072400704,0.028069781,0.04053529,0.028069781,0.028069781,0.028069781,0.028069781,0.028069781,0.028069781,0.028069781,0.028069781,0,0,0.052921884,0.052921884,0.064262821,0,0,0.035185452,0.035185452,0.035185452,0.035185452,0.035185452,0.035185452,0.035185452,0,0,0.031481481,0,0,0.023456968,0,0.097448134
uc.283+a,0.126633166,0.215408026,0,0.063864152,0.671258035,0.031480797,0,0,0.49405857,0.107898395,0.090140494,0.139896373,0.078789489,0.432858524,0.093226518,0.108648864,0.120187326,0.228042238,0.114846983,0.139896373,0.139896373,0.281345665,0.139896373,0.089673371,0.241556952,0.241556952,0.241556952,0.185526889,0.128666604,0.080892883,0.139896373,0.093226518,0.130841121,0.199054122,0.199054122,0.130841121,0.590792839,0.198387876,0.198387876,0.314308537,0.590792839,1,1,0.67032967,0.67032967,1,0.67032967,1,0,0.151351351,0,0,0.03387206,0,0,0.010989011,0.029411765,0,0,0,0.022803215,0.009873061,0.040190385,0.009873061,0.032559313,0.009873061,0.009873061,0.009873061,0.009873061,0.009873061,0.009873061,0.009873061,0.009873061,0,0,0.019230769,0.019230769,0.080769231,0,0,0.043902439,0.043902439,0.043902439,0.043902439,0.043902439,0.043902439,0.043902439,0,0,0.011111111,0,0,0.029268293,0,0.071146245
uc.72,0.12435332,0.223220534,0,0.063137562,0.525773196,0.098757776,0,0,0.421269615,0.095255006,0.083577364,0.112372529,0.250123241,0.379210855,0.10850109,0.095817858,0.104471704,0.244317822,0.100466447,0.112372529,0.112372529,0.268589924,0.112372529,0.084281949,0.36416712,0.36416712,0.36416712,0.180395239,0.162725518,0.076964876,0.112372529,0.10850109,0.102208688,0.160526546,0.160526546,0.102208688,0.396996689,0.175947882,0.175947882,0.254997126,0.396996689,0.67032967,0.67032967,1,1,0.67032967,1,0.67032967,0.028571429,0.113513514,0,0,0.064715969,0,0,0.67032967,0.081232493,0,0,0,0.033218217,0.028069781,0.072400704,0.028069781,0.04053529,0.028069781,0.028069781,0.028069781,0.028069781,0.028069781,0.028069781,0.028069781,0.028069781,0,0,0.052921884,0.052921884,0.064262821,0,0,0.035185452,0.035185452,0.035185452,0.035185452,0.035185452,0.035185452,0.035185452,0,0,0.031481481,0,0,0.023456968,0,0.097448134
e2f4 antisense,0.126633166,0.215408026,0,0.063864152,0.671258035,0.031480797,0,0,0.49405857,0.107898395,0.090140494,0.139896373,0.078789489,0.432858524,0.093226518,0.108648864,0.120187326,0.228042238,0.114846983,0.139896373,0.139896373,0.281345665,0.139896373,0.089673371,0.241556952,0.241556952,0.241556952,0.185526889,0.128666604,0.080892883,0.139896373,0.093226518,0.130841121,0.199054122,0.199054122,0.130841121,0.590792839,0.198387876,0.198387876,0.314308537,0.590792839,1,1,0.67032967,0.67032967,1,0.67032967,1,0,0.151351351,0,0,0.03387206,0,0,0.010989011,0.029411765,0,0,0,0.022803215,0.009873061,0.040190385,0.009873061,0.032559313,0.009873061,0.009873061,0.009873061,0.009873061,0.009873061,0.009873061,0.009873061,0.009873061,0,0,0.019230769,0.019230769,0.080769231,0,0,0.043902439,0.043902439,0.043902439,0.043902439,0.043902439,0.043902439,0.043902439,0,0,0.011111111,0,0,0.029268293,0,0.071146245
dgcr5,0.054298643,0.047564903,0,0.012152778,0,0.028825553,0,0.366515837,0.146606335,0,0.087880933,0,0.021917808,0,0,0,0.032407407,0.009352295,0.024577573,0,0,0.009859896,0,0.019444444,0.025751073,0.025751073,0.025751073,0.008943179,0.035209529,0.019444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571429,0.028571429,0,0.028571429,0,1,0.212598425,0.118857053,0.151456311,0,0.064846416,0.064846416,0.042857143,0,0.097457627,0.087804878,0,0,0,0.033807829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048611111,0,0.273648649,0,0,0,0,0,0,0,0.058558559,0,0,0,0,0,0.248780488,0.067615658
nron,0.056484645,0.109185356,0.025764895,0.008588298,0.113513514,0.02213028,0,0.344941957,0.268765211,0,0.177684211,0,0,0.089224106,0.014732965,0,0,0.049289848,0.006965174,0,0,0.069809641,0,0,0.061538462,0.061538462,0.061538462,0.062888168,0.052390471,0.036363636,0,0.014732965,0.02946593,0.048549724,0.048549724,0.02946593,0.143589744,0.053846154,0.053846154,0.086153846,0.143589744,0.151351351,0.151351351,0.113513514,0.113513514,0.151351351,0.113513514,0.151351351,0.212598425,1,0.238321479,0.296140351,0.008849558,0.114774115,0.114774115,0,0,0.089506173,0,0,0,0,0.036781609,0,0,0,0,0,0,0,0,0,0,0.072727273,0.072727273,0,0,0,0.039755352,0.410628019,0,0,0,0,0,0,0,0.059405941,0,0,0,0,0,0.086486486,0.061302682
fmr1-as1(ASFMR1),0.019563845,0.045180218,0.066508314,0.032659965,0,0.027253026,0,0.202354909,0.101177455,0.018292683,0.417002774,0,0.012195122,0.010452962,0,0,0.015981735,0.010762961,0.008832188,0,0,0.013166379,0,0.023619928,0,0,0,0.01520438,0.038071715,0.055108915,0,0,0,0,0,0,0,0.022103659,0.022103659,0.021390903,0,0,0,0,0,0,0,0,0.118857053,0.238321479,1,0.684350133,0.010893246,0.197483424,0.197483424,0,0,0.169737973,0,0,0.015243902,0,0.045686058,0,0.018292683,0,0,0,0,0,0,0,0,0.075173096,0.075173096,0,0,0.02130898,0.102332581,0.269260978,0.024390244,0.024390244,0.024390244,0.024390244,0.024390244,0.024390244,0.024390244,0.084824197,0,0,0,0,0.020325203,0.093072242,0.07614343
fmr1-as1,0.008801956,0.031377384,0.09976247,0.024940618,0,0.022565341,0,0.26405868,0.105623472,0,0.5,0,0,0,0,0,0,0,0.011776251,0,0,0,0,0,0,0,0,0.006879806,0.027221172,0.045103858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151456311,0.296140351,0.684350133,1,0.014524328,0.269439421,0.269439421,0,0,0.218678815,0,0,0,0,0.034026465,0,0,0,0,0,0,0,0,0,0,0.112759644,0.112759644,0,0,0,0.153498871,0.37745975,0,0,0,0,0,0,0,0.058394161,0,0,0,0,0,0.095490716,0.06805293
anti-nos2a,0.024671806,0.19963259,0.02680067,0.082816486,0.276174132,0.130584917,0,0,0.089119751,0.110532355,0.099331025,0.126238263,0.163877548,0.104466564,0.169583317,0.111345364,0.118717158,0.114415273,0.133990105,0.126238263,0.126238263,0.210644476,0.126238263,0.100282984,0.186799447,0.186799447,0.186799447,0.084678989,0.12994175,0.108822158,0.126238263,0.169583317,0.100259381,0.099805934,0.099805934,0.100259381,0.031678022,0.054208023,0.054208023,0.04799207,0.031678022,0.03387206,0.03387206,0.064715969,0.064715969,0.03387206,0.064715969,0.03387206,0,0.008849558,0.010893246,0.014524328,1,0.022641509,0.022641509,0.070997439,0.232921959,0.016025641,0,0,0.148040119,0.181126662,0.17682481,0.181126662,0.151698655,0.181126662,0.181126662,0.181126662,0.181126662,0.181126662,0.181126662,0.181126662,0.181126662,0.076433121,0.076433121,0.092934345,0.092934345,0.074364822,0.041269841,0.009950249,0.047857346,0.047857346,0.047857346,0.047857346,0.047857346,0.047857346,0.047857346,0,0,0.071826584,0,0,0.036071822,0,0.136645298
har1a(har1f),0.008333333,0.014736842,0.353658537,0.088414634,0,0.037502445,0,0.1,0.04,0,0.134719711,0,0,0,0,0,0,0,0.072351421,0,0,0,0,0,0,0,0,0.00606469,0.032,0.045098039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064846416,0.114774115,0.197483424,0.269439421,0.022641509,1,1,0,0,0.133333333,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.112745098,0.112745098,0,0,0,0.39688716,0.149206349,0,0,0,0,0,0,0,0.074688797,0,0,0,0,0,0.035714286,0.08
har1b(har1r),0.008333333,0.014736842,0.353658537,0.088414634,0,0.037502445,0,0.1,0.04,0,0.134719711,0,0,0,0,0,0,0,0.072351421,0,0,0,0,0,0,0,0,0.00606469,0.032,0.045098039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064846416,0.114774115,0.197483424,0.269439421,0.022641509,1,1,0,0,0.133333333,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.112745098,0.112745098,0,0,0,0.39688716,0.149206349,0,0,0,0,0,0,0,0.074688797,0,0,0,0,0,0.035714286,0.08
mir155hg,0.026271799,0.042732293,0,0.025881878,0.038027265,0.088592877,0,0,0.032457581,0.04413372,0.03647492,0.057324841,0.250424116,0.039410389,0.065428878,0.044505869,0.048633227,0.053791027,0.046660469,0.057324841,0.057324841,0.029037718,0.057324841,0.036280528,0.215736169,0.215736169,0.215736169,0.027981037,0.101331868,0.032730232,0.057324841,0.065428878,0.04494382,0.040578258,0.040578258,0.04494382,0.009404389,0.016032714,0.016032714,0.014494811,0.009404389,0.010989011,0.010989011,0.67032967,0.67032967,0.010989011,0.67032967,0.010989011,0.042857143,0,0,0,0.070997439,0,0,1,0.107142857,0,0,0,0.028723534,0.037168142,0.072714318,0.037168142,0.030695921,0.037168142,0.037168142,0.037168142,0.037168142,0.037168142,0.037168142,0.037168142,0.037168142,0,0,0.069767442,0.069767442,0.03125,0,0,0.017751479,0.017751479,0.017751479,0.017751479,0.017751479,0.017751479,0.017751479,0,0,0.041666667,0,0,0.01183432,0,0.110599078
spry4-it1,0.015135135,0.097634349,0,0.041225903,0.18293825,0.169962453,0,0,0.045261271,0.060633537,0.047491711,0.072625698,0.148895054,0.073273936,0.440666662,0.061308477,0.063322281,0.190357007,0.061866787,0.072625698,0.072625698,0.075527189,0.072625698,0.052653055,0.427565893,0.427565893,0.427565893,0.05227287,0.110394773,0.045323212,0.072625698,0.440666662,0.1,0.083426443,0.083426443,0.1,0.03030303,0.035573193,0.035573193,0.034471793,0.03030303,0.029411765,0.029411765,0.081232493,0.081232493,0.029411765,0.081232493,0.029411765,0,0,0,0,0.232921959,0,0,0.107142857,1,0,0,0,0.162589632,0.228177642,0.295635894,0.228177642,0.164334833,0.228177642,0.228177642,0.228177642,0.228177642,0.228177642,0.228177642,0.228177642,0.228177642,0,0,0.12371134,0.12371134,0.044715447,0,0,0.036649215,0.036649215,0.036649215,0.036649215,0.036649215,0.036649215,0.036649215,0,0,0.108433735,0,0,0.031413613,0,0.150627615
linc-md1,0,0.022367761,0.047619048,0.011904762,0,0.023235162,0,0.131147541,0.052459016,0,0.109339408,0,0,0,0,0,0,0,0.012861736,0,0,0,0,0,0,0,0,0,0.039506173,0.05170068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097457627,0.089506173,0.169737973,0.218678815,0.016025641,0.133333333,0.133333333,0,0,1,0,0,0,0,0.049382716,0,0,0,0,0,0,0,0,0,0,0.129251701,0.129251701,0,0,0,0.07,0.112403101,0,0,0,0,0,0,0,0.097826087,0,0,0,0,0,0.047904192,0.098765432
miat,0.094736842,0,0,0,0,0.077405867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087804878,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088235294,0
evf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21a,0.047459134,0.226673598,0,0.297009703,0.145184768,0.113823875,0,0,0.080811733,0.145617816,0.175907208,0.119157088,0.16707395,0.107499134,0.143453801,0.101730453,0.21988401,0.359475675,0.106468793,0.119157088,0.119157088,0.269661227,0.119157088,0.288500609,0.164585396,0.164585396,0.164585396,0.209773858,0.116068297,0.17783934,0.119157088,0.143453801,0.067569799,0.079906205,0.079906205,0.067569799,0.019130871,0.331804536,0.331804536,0.263961879,0.019130871,0.022803215,0.022803215,0.033218217,0.033218217,0.022803215,0.033218217,0.022803215,0,0,0.015243902,0,0.148040119,0,0,0.028723534,0.162589632,0,0,0,1,0.670218163,0.483551402,0.670218163,0.59375,0.670218163,0.670218163,0.670218163,0.670218163,0.670218163,0.670218163,0.670218163,0.670218163,0,0,0.051680656,0.051680656,0.23428385,0,0,0.130580923,0.130580923,0.130580923,0.130580923,0.130580923,0.130580923,0.130580923,0.036832413,0,0.029126666,0,0,0.670218163,0,0.136513545
DeltaMYCN,0.006951027,0.090658133,0,0.025305284,0.177358516,0.086856791,0,0,0.03221144,0.0438951,0.036432325,0.057471264,0.110331546,0.047052123,0.119930284,0.04425691,0.048576434,0.171480107,0.046544629,0.057471264,0.057471264,0.051753347,0.057471264,0.035842968,0.148831508,0.148831508,0.148831508,0.038973739,0.073368524,0.032494414,0.057471264,0.119930284,0.076479076,0.061385613,0.061385613,0.076479076,0.008077544,0.01494525,0.01494525,0.013341867,0.008077544,0.009873061,0.009873061,0.028069781,0.028069781,0.009873061,0.028069781,0.009873061,0,0,0,0,0.181126662,0,0,0.037168142,0.228177642,0,0,0,0.670218163,1,0.556824411,1,0.67224759,1,1,1,1,1,1,1,1,0,0,0.067264574,0.067264574,0.030786773,0,0,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0,0,0.037701975,0,0,0.01065449,0,0.109540636
gtl2-as,0.039597941,0.248679516,0,0.111949603,0.174110386,0.170861491,0,0.052631579,0.108399474,0.237076017,0.130091943,0.114108179,0.194523687,0.128994397,0.225078736,0.109547413,0.142499745,0.27240557,0.111232635,0.114108179,0.114108179,0.180954745,0.114108179,0.15892839,0.239006513,0.239006513,0.239006513,0.159970503,0.375171808,0.130356961,0.114108179,0.225078736,0.092907589,0.098010282,0.098010282,0.092907589,0.03945588,0.199690857,0.199690857,0.110753408,0.03945588,0.040190385,0.040190385,0.072400704,0.072400704,0.040190385,0.072400704,0.040190385,0.033807829,0.036781609,0.045686058,0.034026465,0.17682481,0.04,0.04,0.072714318,0.295635894,0.049382716,0,0,0.483551402,0.556824411,1,0.556824411,0.563551402,0.556824411,0.556824411,0.556824411,0.556824411,0.556824411,0.556824411,0.556824411,0.556824411,0,0,0.094501985,0.094501985,0.121982128,0,0.03960396,0.108055662,0.108055662,0.108055662,0.108055662,0.108055662,0.108055662,0.108055662,0.113537118,0,0.073481205,0,0,0.079985604,0.018867925,0.554234801
mycnos,0.006951027,0.090658133,0,0.025305284,0.177358516,0.086856791,0,0,0.03221144,0.0438951,0.036432325,0.057471264,0.110331546,0.047052123,0.119930284,0.04425691,0.048576434,0.171480107,0.046544629,0.057471264,0.057471264,0.051753347,0.057471264,0.035842968,0.148831508,0.148831508,0.148831508,0.038973739,0.073368524,0.032494414,0.057471264,0.119930284,0.076479076,0.061385613,0.061385613,0.076479076,0.008077544,0.01494525,0.01494525,0.013341867,0.008077544,0.009873061,0.009873061,0.028069781,0.028069781,0.009873061,0.028069781,0.009873061,0,0,0,0,0.181126662,0,0,0.037168142,0.228177642,0,0,0,0.670218163,1,0.556824411,1,0.67224759,1,1,1,1,1,1,1,1,0,0,0.067264574,0.067264574,0.030786773,0,0,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0,0,0.037701975,0,0,0.01065449,0,0.109540636
ncran,0.045017717,0.238176868,0,0.122203181,0.152501841,0.195759598,0,0,0.091142762,0.306034483,0.146851878,0.130268199,0.190685061,0.131524302,0.151665399,0.114184666,0.183564847,0.251407842,0.118059456,0.130268199,0.130268199,0.16987698,0.130268199,0.205709898,0.171695638,0.171695638,0.171695638,0.233491301,0.187963721,0.164043231,0.130268199,0.151665399,0.072544923,0.088239538,0.088239538,0.072544923,0.030089775,0.38279477,0.38279477,0.152476823,0.030089775,0.032559313,0.032559313,0.04053529,0.04053529,0.032559313,0.04053529,0.032559313,0,0,0.018292683,0,0.151698655,0,0,0.030695921,0.164334833,0,0,0,0.59375,0.67224759,0.563551402,0.67224759,1,0.67224759,0.67224759,0.67224759,0.67224759,0.67224759,0.67224759,0.67224759,0.67224759,0,0,0.053390058,0.053390058,0.180302744,0,0,0.17224759,0.17224759,0.17224759,0.17224759,0.17224759,0.17224759,0.17224759,0.099447514,0,0.031122674,0,0,0.128551497,0,0.269846879
ndm29,0.006951027,0.090658133,0,0.025305284,0.177358516,0.086856791,0,0,0.03221144,0.0438951,0.036432325,0.057471264,0.110331546,0.047052123,0.119930284,0.04425691,0.048576434,0.171480107,0.046544629,0.057471264,0.057471264,0.051753347,0.057471264,0.035842968,0.148831508,0.148831508,0.148831508,0.038973739,0.073368524,0.032494414,0.057471264,0.119930284,0.076479076,0.061385613,0.061385613,0.076479076,0.008077544,0.01494525,0.01494525,0.013341867,0.008077544,0.009873061,0.009873061,0.028069781,0.028069781,0.009873061,0.028069781,0.009873061,0,0,0,0,0.181126662,0,0,0.037168142,0.228177642,0,0,0,0.670218163,1,0.556824411,1,0.67224759,1,1,1,1,1,1,1,1,0,0,0.067264574,0.067264574,0.030786773,0,0,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0,0,0.037701975,0,0,0.01065449,0,0.109540636
uc.279,0.006951027,0.090658133,0,0.025305284,0.177358516,0.086856791,0,0,0.03221144,0.0438951,0.036432325,0.057471264,0.110331546,0.047052123,0.119930284,0.04425691,0.048576434,0.171480107,0.046544629,0.057471264,0.057471264,0.051753347,0.057471264,0.035842968,0.148831508,0.148831508,0.148831508,0.038973739,0.073368524,0.032494414,0.057471264,0.119930284,0.076479076,0.061385613,0.061385613,0.076479076,0.008077544,0.01494525,0.01494525,0.013341867,0.008077544,0.009873061,0.009873061,0.028069781,0.028069781,0.009873061,0.028069781,0.009873061,0,0,0,0,0.181126662,0,0,0.037168142,0.228177642,0,0,0,0.670218163,1,0.556824411,1,0.67224759,1,1,1,1,1,1,1,1,0,0,0.067264574,0.067264574,0.030786773,0,0,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0,0,0.037701975,0,0,0.01065449,0,0.109540636
